"医 療 機 関 名 称","医療機関所在地",""電話番号","開設者氏名","管理者氏名","備　考"
"サザン調剤薬局　コスモ店","〒180－0004 武蔵野市吉祥寺本町一丁目８番３号　ショッピングセンター吉祥寺コスモ２階","0422-27-1881","サザンドリームファーマシー株式会社　代表取締役　中江　史顕","渡邉　康子","薬局現存"
"西久保薬局","〒180－0013 武蔵野市西久保二丁目１８番３号　コスモハイツ１０１","0422-56-9625","株式会社　クレイン　代表取締役　板東　みつる","板東　みつる","薬局現存"
"はな薬局　吉祥寺店","〒180－0003 武蔵野市吉祥寺南町二丁目５番４号　仁愛ビル１階","0422-26-6287","株式会社　メディカルパーク　代表取締役　谷前　信治","北岸　弘美","薬局現存"
"稲垣薬局　井の頭店","〒180－0003 武蔵野市吉祥寺南町一丁目１０番５号","0422-42-3013","株式会社　三産業　代表取締役　稲垣　英夫","吉田　知恵子","薬局現存"
"みどり薬局","〒180－0012 武蔵野市緑町一丁目４番１２号　春日ビル１階","0422-54-8558","株式会社　日本メディケートプラン　代表取締役　舩戸　久直","小山　直子","薬局現存"
"すみれ薬局","〒180－0004 武蔵野市吉祥寺本町二丁目３５番１１号　元町スギビル３階","0422-23-8118","合同会社　ＬＬＣ茉莉花メディカル　代表社員　小林　惠理","小林　惠理","薬局現存"
"アサヒ薬局","〒180－0006 武蔵野市中町一丁目２４番８号","0422-51-5616","株式会社　アサヒ　代表取締役　渋谷　俊江","渋谷　俊江","薬局現存"
"サザン調剤薬局　北町店","〒180－0001 武蔵野市吉祥寺北町二丁目１番１４号　インペリアル吉祥寺２０１号","0422-27-6877","サザンドリームファーマシー　株式会社　代表取締役　中江　史顕","鎌田　亜由子","薬局現存"
"クリエイト薬局　ＪＲ武蔵境西店","〒180－0023 武蔵野市境南町三丁目２番１７号","042-260-2261","株式会社　クリエイトエス・ディー　代表取締役　廣瀨　泰三","髙嶋　敏行","薬局現存"
"南山堂薬局　武蔵境駅前店","〒180－0023 武蔵野市境南町四丁目１番１６号","0422-38-8171","株式会社　南山堂　代表取締役　奥　益","飯倉　朋子","薬局現存"
"たんぽぽ薬局","〒180－0023 武蔵野市境南町二丁目７番１４号","0422-26-7586","株式会社　オフィス・Ｋ　代表取締役　横瀨　一哉","橫瀨　一哉","薬局現存"
"なみえファーマシー","〒180－0001 武蔵野市吉祥寺北町一丁目１番２号　トラッセルズ吉祥寺Ｂ","0422-29-7011","株式会社　清水薬局　代表取締役　清水　徹治","田仲　慶","薬局現存"
"井戸端調剤薬局","〒180－0013 武蔵野市西久保一丁目４番１２号","0422-56-8370","林　徹也","林　徹也","薬局現存"
"さくら薬局　武蔵野境南店","〒180－0023 武蔵野市境南町二丁目１３番７号　リブレハウス１階","0422-34-4231","クラフト　株式会社　代表取締役　大塚　吉史","児玉　皆子","薬局現存"
"スクラム薬局","〒180－0004 武蔵野市吉祥寺本町二丁目３２番２号　ウィンコート吉祥寺","0422-28-5955","株式会社　ハクシンメディカル　代表取締役　佐藤　博之","佐藤　博之","薬局現存"
"オサダ薬局","〒180－0006 武蔵野市中町一丁目７番７号","0422-51-3234","株式会社　オサダ薬局　代表取締役　長田　遼","長田　真琴","薬局現存"
"オサダ薬局　中町新道店","〒180－0006 武蔵野市中町一丁目２２番４号　１０１号　ベルジュール武蔵野中町","0422-27-8075","株式会社　オサダ薬局　代表取締役　長田　遼","長田　遼","薬局現存"
"さくら野薬局","〒180－0021 武蔵野市桜堤二丁目７番２７号　メディ・シャトル桜堤１０１号室","0422-55-1193","株式会社　メディアテンド　代表取締役　鈴木　哲也","高橋　洋平","薬局現存"
"そよ風薬局　吉祥寺店","〒180－0003 武蔵野市吉祥寺南町四丁目１０番１２号　ＳＵＮ吉祥寺ビル１階","0422-47-0683","メディカルファーマシー　株式会社　代表取締役　北林　登美雄","西谷　真衣","薬局現存"
"コメディカル薬局　武蔵野店","〒180－0006 武蔵野市中町二丁目４番５号","0422-39-8980","株式会社　コメディカル　代表取締役　平田　二朗","西松　正豊","薬局現存"
"雄飛堂薬局　吉祥寺店","〒180－0004 武蔵野市吉祥寺本町二丁目１６番１７号　ウエストサードアレイ１０２号室","0422-27-6370","株式会社　雄飛堂　代表取締役　大塚　祐一","村瀨　香織","薬局現存"
"稲垣薬局　三鷹北口店","〒180－0006 武蔵野市中町一丁目１７番２号　ステラ武蔵野１階","0422-90-0338","株式会社　三産業　代表取締役　稲垣　英夫","市川　くりな","薬局現存"
"ファーマライズ薬局　吉祥寺店","〒180－0004 武蔵野市吉祥寺本町一丁目３０番１３号　ＫＳ１０ビル１階","0422-21-1188","ファーマライズ　株式会社　代表取締役　松浦　惠子","小宮　粧子","薬局現存"
"ファーコス薬局　武蔵野","〒180－0013 武蔵野市西久保二丁目２番１６号　小川ビル１階","0422-54-8186","株式会社　ファーコス　代表取締役　島田　光明","西岡　亮","薬局現存"
"なごみ薬局","〒180－0022 武蔵野市境二丁目１３番５号　１０１","0422-56-8451","有限会社　ヘルシー・アンド・ビューティー三共　代表取締役　宮川　昌和","中村　健二","薬局現存"
"マロン薬局　吉祥寺店","〒180－0004 武蔵野市吉祥寺本町二丁目１４番５号　Ｓａｕｒｕｓ吉祥寺１０１号室","0422-27-2518","株式会社　まろん　代表取締役　九良賀野　弘久","小泉　茉莉江","薬局現存"
"サエラ薬局　三鷹店","〒180－0006 武蔵野市中町一丁目１２番１０号　スカイゲートタワー５階","0422-50-1771","株式会社　サエラファーマシーズ　代表取締役　小池　由久","林　大佑","薬局現存"
"稲垣薬局　クオラ武蔵境店","〒180－0022 武蔵野市境一丁目１番７号　ＱｕＯＬａ　１階","0422-57-0138","株式会社　三産業　代表取締役　稲垣　英夫","佐藤　友彦","薬局現存"
"グリーン薬局","〒180－0023 武蔵野市境南町三丁目５番４号　坂田ビル１階","0422-39-5310","ルナ調剤　株式会社　代表取締役　加島　弘之","根來　信敬","薬局現存"
"サザン調剤薬局　南町店","〒180－0003 武蔵野市吉祥寺南町一丁目１番５号　丹野ビル１階","0422-26-7737","サザンドリームファーマシー　株式会社　代表取締役　中江　史顕","五十嵐　由希子","薬局現存"
"クオール薬局　武蔵境店","〒180－0023 武蔵野市境南町二丁目９番２５号　ルネステージ武蔵境１階","0422-39-3310","クオール　株式会社　代表取締役　荒木　勲","岩瀬　敦子","薬局現存"
"稲垣薬局　新サンロード店","〒180－0004 東京都武蔵野市吉祥寺本町一丁目１３番３号　サンロード村上佐々木店舗１階","0422-27-1387","株式会社　三祐産業　代表取締役　稲垣　英夫","土井　里美","薬局現存"
"ブルーム薬局","〒180－0022 武蔵野市境一丁目９番９号　温泉通りビル１０５号","0422-26-8463","株式会社　フィールドファーマシー　代表取締役　馬場　知範","吉田　まどか","薬局現存"
"ヤナギ薬局","〒180－0004 武蔵野市吉祥寺本町二丁目５番１１号","0422-27-6351","株式会社　医薬ラボ　代表取締役　栁原　裕司","栁原　裕司","薬局現存"
"スギ薬局　武蔵野緑町店","〒180－0012 武蔵野市緑町一丁目３番１５号","0422-38-7666","株式会社　スギ薬局　代表取締役　原　栄一","立壁　直樹","薬局現存"
"日本調剤　武蔵境薬局","〒180－0022 武蔵野市境一丁目１５番１０号　イストワール１階１０１号Ａ","0422-38-7751","日本調剤　株式会社　代表取締役　三津原　庸介","駒田　沙織","薬局現存"
"レインボー薬局","〒180－0014 武蔵野市関前五丁目２１番３３号","042-260-2210","みよの台薬局　株式会社　代表取締役　津城　尊利","三浦　俊輔","薬局現存"
"薬局マツモトキヨシ　武蔵境店","〒180－0022 武蔵野市境一丁目１６番１８号　１階","0422-52-3530","株式会社　マツモトキヨシ　代表取締役　大田　貴雄","洞内　瑛里","薬局現存"
"スギ薬局　吉祥寺店","〒180－0004 武蔵野市吉祥寺本町一丁目８番３号　三松ビル２階","0422-27-6641","株式会社　スギ薬局　代表取締役　原　栄一","村上　拓磨","薬局現存"
"けやき薬局","〒180－0004 武蔵野市吉祥寺本町一丁目４番１５号　ホワイトハウスビル１階","0422-21-6041","健康福祉サービス　株式会社　代表取締役　平山　証一","小安　多江","薬局現存"
"さくら薬局　武蔵野中町店","〒180－0006 武蔵野市中町三丁目３番２号　ベルジュール武蔵野１０３","0422-53-1093","クラフト　株式会社　代表取締役　大塚　吉史","井山　宏章","薬局現存"
"たま調剤薬局　境店","〒180－0022 武蔵野市境一丁目１８番４号","0422-36-5150","クラフト　株式会社　代表取締役　大塚　吉史","吉野　由理","薬局現存"
"さくら薬局　武蔵野境４丁目店","〒180－0022 武蔵野市境四丁目３番１３号　サンパレス桜橋１階","0422-55-4649","クラフト　株式会社　代表取締役　大塚　吉史","野間　智","薬局現存"
"酒井薬局","〒181－0013 三鷹市下連雀三丁目６番２６号","0422-43-3346","酒井薬品　株式会社　代表取締役　酒井　裕央","加藤　恵理","薬局現存"
"大沢調剤薬局","〒181－0015 三鷹市大沢五丁目１番地１１","0422-33-0331","有限会社　大沢調剤薬局　取締役　小沼　明","小沼　明","薬局現存"
"薬局くだわら本店","〒181－0004 三鷹市新川六丁目９番１１号","0422-42-1332","株式会社　ピーエイシー　代表取締役　久田原　啓文","竹内　蘭子","薬局現存"
"石井薬局","〒181－0012 三鷹市上連雀九丁目１番２０号","0422-43-0323","株式会社　石井薬局　代表取締役　石井　守","石井　守","薬局現存"
"佐野薬局","〒181－0013 三鷹市下連雀三丁目３１番５号","0422-43-5604","有限会社　佐野薬局　代表取締役　佐野　誠","佐野　誠","薬局現存"
"稲垣薬局　三鷹店","〒181－0012 三鷹市上連雀五丁目２４番地７号　エヴァーグリーン１０２","0422-79-4083","株式会社　三祐産業　代表取締役　稲垣　英夫","渥美　由樹","薬局現存"
"サトウ薬局","〒181－0001 三鷹市井の頭二丁目１５番１０号　井の頭矢口コーポ１０２","0422-48-6287","有限会社　エム・ワイ　代表取締役　佐藤　康彦","佐藤　康彦","薬局現存"
